"Product","Commodity","Afghanistan","Albania","Algeria","Angola","Argentina","Armenia","Australia","Austria","Azerbaijan","Bahamas","Bahrain","Bangladesh","Barbados","Belarus","Belgium","Benin","Bermuda","Bolivia","Bosnia Herzegovina","Botswana","Brazil","Brunei Darussalam","Bulgaria","Burkina Faso","Cambodia","Cameroon","Canada","Cayman Isds","Chad","Chile","China","Colombia","Congo","Congo Democratic","Costa Rica","Côte d'Ivoire","Croatia","Cuba","Cyprus","Czechia","Denmark","Dominican Rep.","Ecuador","Egypt","El Salvador","Equatorial Guinea","Estonia","Ethiopia","Finland","France","Gabon","Georgia","Germany","Ghana","Greece","Guatemala","Guinea","Haiti","Honduras","Hong Kong","Hungary","Iceland","India","Indonesia","Iran","Iraq","Ireland","Israel","Italy","Jamaica","Japan","Jordan","Kazakhstan","Kenya","Kuwait","Kyrgyzstan","Laos","Latvia","Lebanon","Libya","Lithuania","Luxembourg","Macao","Madagascar","Malawi","Malaysia","Mali","Malta","Mauritania","Mauritius","Mexico","Moldova","Mongolia","Montenegro","Morocco","Mozambique","Myanmar","Namibia","Nepal","Netherlands","New Zealand","Nicaragua","Niger","Nigeria","Norway","Oman","Pakistan","Panama","Papua New Guinea","Paraguay","Peru","Philippines","Poland","Portugal","Qatar","Romania","Russia","Rwanda","Saudi Arabia","Senegal","Serbia","Singapore","Slovakia","Slovenia","South Africa","South Korea","Spain","Sri Lanka","State of Palestine","Sudan","Suriname","Swaziland","Sweden","Switzerland","Tajikistan","Tanzania","TFYR of Macedonia","Thailand","Timor-Leste","Togo","Trinidad and Tobago","Tunisia","Turkey","Turkmenistan","UAE","Uganda","Ukraine","United Kingdom","Uruguay","USA","Uzbekistan","Venezuela","Vietnam","World","Yemen","Zambia","Zimbabwe"
27861,"Granulated slag (slag sand) from the manufacture of iron/steel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,227,0,0,0
27862,"Slag, dross (other than granulated slag), scalings & other waste from the manufacture of iron/steel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2336375,0,0,0,0,0,0,0,0,0,17666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,31257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2434573,0,0,0
28231,"Waste & scrap of tinned iron/steel",0,0,0,0,0,0,0,0,0,0,215497,494882,0,0,0,0,0,0,0,0,21974,0,0,0,0,0,18969,0,0,0,17196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110112,0,0,0,0,0,0,0,0,0,0,0,0,0,241451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52332,0,561353,0,0,125479,0,0,0,0,0,0,0,0,0,0,0,0,178587,0,0,0,0,0,0,630985,0,0,223286,0,18812,0,0,0,3272724,0,0,0
28233,"Remelting scrap ingots of iron/steel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529250,0,0,0,0,95791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169043,0,0,0,0,0,0,0,0,0,0,0,270329,0,0,0,1064413,0,0,0
52254,"Iron oxides & hydroxides; earth colours containing 70%/more by weight of combined iron evaluated as Fe203",0,0,0,0,0,0,0,777369,0,0,0,0,0,0,5522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16851529,189167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55528,0,0,6181343,0,0,0,0,0,0,4210,0,0,0,0,0,0,0,0,816887,0,1156208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25133,0,0,0,0,0,0,0,0,0,0,0,0,0,11460,0,0,0,0,8718,0,0,0,0,0,0,0,67052,0,0,8801,0,0,0,0,0,0,0,0,32311,1836861,29197,0,0,0,0,0,4618,7129,0,0,0,297,0,0,0,0,0,0,17488,0,64629,31859,0,699585,0,0,27647,29221062,0,0,0
67121,"n/a pig-iron containing by weight 0.5%/less of phosphorus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,33410,0,0,0,0,0,559099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39321,0,0,0,0,0,0,0,0,0,0,0,1981158,0,0,0,0,31798,0,0,2501289,0,0,0,0,0,0,0,0,0,0,0,0,7142,0,0,0,0,0,0,0,0,436107,0,0,0,0,0,0,7591261,0,0,0
67122,"n/a pig-iron containing by weight > 0.5% of phosphorus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745906,0,0,0
67123,"Alloy pig-iron & spiegeleisen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817099,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7039083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437630,0,0,0,0,201300,0,0,272373,0,3033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357421,0,1394,0,0,0,9129432,0,0,0
67131,"Granules of pig-iron, spiegeleisen, iron/steel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3707092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5252827,0,0,1588159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7271081,0,494077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6064,0,0,0,36405,0,0,0,0,1926,0,78582,2392675,315579,8819591,0,0,0,0,0,97596,0,0,0,0,2051320,0,0,0,0,267133,0,7208,0,880405,498336,0,76805,0,0,0,36173136,0,0,0
67132,"Powders of pig-iron, spiegeleisen, iron/steel",0,0,0,0,0,0,77,0,0,0,0,0,0,870,762415,0,0,0,0,0,0,0,0,0,0,0,2340839,0,0,0,4404236,0,0,0,0,0,0,0,0,0,526,0,0,188327,0,0,0,0,77250,317168,0,0,4904684,0,0,0,0,0,0,50343,0,0,0,0,0,0,101,0,759752,0,3786829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1266330,45710,0,0,0,0,414091,0,0,27288,0,1351100,0,0,0,0,0,9466201,0,0,0,0,158937,0,0,0,0,0,0,337,0,0,4982504,0,6006744,0,0,0,41448847,0,0,0
67133,"Ferrous products obtained by direct reduction of iron ore & other spongy ferrous products, in lumps, pellets/similar forms; iron having a minimum purity of 99.94%, in lumps, pellets/similar forms",0,0,0,0,0,0,0,0,0,0,1859637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24862629,0,0,0,0,0,0,0,0,0,0,7110654,0,694458,0,0,0,0,0,0,0,0,0,0,0,0,0,190728,0,0,0,0,0,0,0,0,0,0,0,19211764,0,0,0,0,809,0,0,0,53953691,0,0,0
67241,"Ingots of iron (other than iron of heading 671.33)/non-alloy steel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75010,1334595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28013,0,0,0,0,0,0,426,0,0,0,0,0,0,0,0,0,0,0,0,362226,69267,0,211872,0,0,0,2807417,0,0,0
67245,"Other primary forms of iron (other than iron of heading 671.33)/non-alloy steel.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,0,0,5395,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,484,0,362333,0,0,0,442902,0,0,0
67611,"Bars & rods, hot-rolled, in irregularly wound coils, of iron or steel, of iron/non-alloy steel, containing indentations, ribs, grooves/other deformations produced during the rolling process",0,0,0,0,0,0,0,12126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266158,0,0,0,713596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1281889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39943,89878,0,0,0,0,0,0,42137,0,0,0,84962,0,0,0,0,0,0,0,0,14528,364952,0,17178,0,0,0,3011093,0,0,0
67619,"Bars & rods, hot-rolled, in irregularly wound coils, of iron/steel, of iron/other alloy & non-alloy steel, n.e.s.",0,0,0,0,0,0,438,652408,0,0,0,85469,0,0,339921,0,0,0,0,0,0,0,0,0,0,0,949803,0,0,0,325873014,0,0,0,0,0,0,0,0,570,1131,0,0,0,0,0,0,0,0,5754708,0,0,8279560,0,0,0,0,0,0,1444,0,0,0,0,0,0,0,0,337173,0,20542029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252340,0,0,0,0,0,0,0,0,0,0,0,0,8137,0,0,0,0,0,0,0,0,161428,0,0,0,33327941,841181,0,0,0,0,0,77506,9781,0,0,0,377313,0,0,0,0,0,0,1045489,0,2016449,1592219,0,974426,0,0,394058,404064605,0,0,0
67621,"Bars & rods of iron/non-alloy steel, not further worked than hot-rolled, hot-drawn/hot-extruded, but including those twisted after rolling, of iron/non-alloy steel, containing indentations, ribs, grooves/other deformations produced during the rolling process/twisted after rolling",0,0,0,0,0,0,0,0,0,0,0,60716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30707916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71248,0,834274,0,17506677,178,0,0,0,0,0,50017692,0,0,0
67629,"Bars & rods of iron/non-alloy steel, not further worked than hot-rolled, hot-drawn/hot-extruded, but including those twisted after rolling, of iron/other alloy & non-alloy steel, n.e.s.",0,0,0,0,0,0,872453,4596239,0,0,0,0,0,0,67607,0,0,0,0,0,0,0,0,0,0,0,128069,0,0,0,198463115,0,0,0,0,0,0,0,0,497,32748,0,0,0,0,0,0,0,283,2522469,0,0,5368197,0,0,0,0,0,0,0,0,0,0,11887,0,0,1880287,2726,445902,0,51756661,0,0,0,0,0,0,0,0,197873,0,0,0,0,0,213409,0,0,0,0,0,0,0,0,0,0,0,0,0,23887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3241,8942,0,0,0,0,394608,0,1358598,121140,8911551,16755,18,0,0,0,0,2740421,16626,0,0,0,72304,0,0,0,0,319,0,535259,0,0,3483123,0,3578860,0,0,506521,290408513,0,0,0
67633,"Bars & rods of iron/steel, not further worked than cold-formed/cold-finished, other, of iron/non-alloy steel",0,0,0,0,0,0,600,0,0,0,0,0,0,0,684016,0,0,0,0,0,0,0,0,0,0,0,765161,0,0,0,165890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372871,0,0,1695623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551250,0,344191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2077762,0,0,0,24441,0,0,0,0,0,0,0,0,0,0,0,982474,0,0,0,0,0,17211,0,0,0,1580144,74735,0,0,0,0,0,51174,2371,0,0,0,0,0,0,0,0,0,0,102676,0,0,729040,0,702074,0,0,0,11223440,0,0,0
67643,"Other bars & rods of iron & steel, of iron/non-alloy steel, not further worked than forged, hot-rolled, hot-drawn/hot extruded but including those twisted after rolling",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1113089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10488,0,378054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172832,0,44011,0,80899,0,0,0,0,0,0,47711,0,0,0,0,0,0,0,0,0,267121,0,126190,0,307647,43211,0,15461,0,0,0,2920970,0,0,0
67644,"Other bars & rods of iron & steel, of other iron/other non-alloy steel",0,0,0,0,0,0,321630,153328,0,0,0,0,0,0,103989,0,0,0,0,0,0,0,0,0,0,0,33126,0,0,0,572030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171646,0,0,487108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184550,0,1510807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252672,0,0,0,0,0,0,0,0,0,0,0,0,0,18019,0,0,0,0,6322,0,0,0,0,0,0,0,0,0,0,338010,1859,0,0,0,0,40005,0,0,0,23565,0,0,0,0,0,0,9392,0,0,0,0,0,0,0,0,0,106,0,380042,0,0,328308,0,1186838,0,0,0,6150149,0,0,0
67681,"U, I, H, L/T sections, not further worked than hot-rolled, hot-drawn/extruded, of a height of < 80 mm, of iron/non-alloy steel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1688,0,0,846,0,0,0,0,0,0,0,0,0,0,904039,0,0,0,0,11180,0,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4178,7877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153932,0,0,228,0,114334,0,0,0,1251892,0,0,0
67682,"U, I, H, L/T sections, not further worked than hot-rolled, hot-drawn/extruded, of a height of 80 mm/more, of iron/non-alloy steel",0,0,0,0,0,0,0,2637,0,0,57219,0,0,0,17057,0,0,0,0,0,0,0,18357,0,0,0,0,0,0,0,293965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310905,0,0,0,0,0,0,0,0,0,0,237822,0,0,0,0,240165,0,23001908,0,0,0,0,0,0,0,0,0,0,293463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34094,0,0,0,0,0,0,0,0,0,0,0,30688,186240,157078,0,0,0,0,0,0,0,0,0,0,3906,0,0,0,0,4033362,0,21483658,0,0,1476994,0,129009,0,0,0,52008527,0,0,0
67683,"Other angles, shapes & sections, not further worked than hot-rolled, hot-drawn/extruded,/iron/non-alloy steel",0,0,0,0,0,0,0,0,0,0,16359,0,0,0,0,0,0,0,0,0,3468,0,0,0,0,0,0,0,0,0,76300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47771,0,0,0,0,0,0,0,0,0,0,28061,0,0,0,6091,92685,0,1585,0,0,0,0,0,0,0,0,0,0,3564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89133,0,331948,0,0,7342,0,2366,0,0,0,708637,0,0,0
67684,"Angles, shapes & sections, not further worked than cold-formed/cold-finished, of iron/non-alloy steel",0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77749,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,754,0,0,122030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2847,0,0,36333,1776,77574,0,0,0,0,0,9211,32985,0,0,0,0,0,0,0,0,0,0,23013,0,1835684,84,0,10325,0,0,0,2368988,0,0,0
67685,"Other angles, shapes & sections, of iron/non-alloy steel",0,0,0,0,0,0,0,78,0,0,0,0,0,0,34495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205534,0,0,0,0,0,0,0,0,1231,13740,0,0,0,0,0,0,0,0,20147,0,0,569265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227275,0,0,0,0,21280,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,11337,0,113631,0,0,3755,0,99112,0,0,0,1451139,0,0,0
67686,"Sheet piling of iron/steel, whether/not drilled, punched/made from assembled elements; welded angles, shapes & sections, of iron/steel",0,0,0,0,0,0,31956,3507,0,0,0,0,0,0,116671,0,0,0,0,0,307,0,0,0,0,0,30703,0,0,0,3430868,0,0,0,0,0,0,0,0,1577,15514,0,0,0,0,0,0,0,0,5840,0,0,1393241,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,110907,0,44179,0,0,0,0,0,0,0,0,0,0,2377183,0,0,0,11053,0,0,0,0,2514,0,0,0,0,0,0,0,0,5167,0,0,0,0,0,0,0,0,0,0,0,0,6625,0,0,0,465,0,0,0,0,1185,0,0,0,239727,0,0,0,0,0,0,0,43512,0,0,0,244221,0,0,0,0,102,0,197034,0,0,352598,0,11035796,0,0,0,20009227,0,0,0
67701,"Rails (including check rails & rack-rails), of iron/steel",0,0,0,1703886,0,0,11174,4896958,0,0,0,18124,0,0,604173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2328978,0,0,0,0,0,0,0,0,0,1347,0,0,0,0,0,0,0,0,3031902,0,0,561730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93755,0,15890714,0,0,0,0,0,0,0,0,0,475540,238477,0,0,0,52200,0,0,0,0,0,0,0,0,0,0,0,0,0,36298,0,0,0,0,0,0,0,0,0,0,0,0,101398,0,0,220,0,0,0,0,0,17,0,0,14566,6077,2152,0,0,0,0,0,101906,8137,0,0,0,99167,0,0,0,0,0,0,0,0,0,32433,0,551034,0,0,0,30869070,0,0,0
